"compareStrain","vaccineStrain","Gene","vaccine_code","Nmedian","Smedian"
"MK640899_A_China_66886_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",5,5
"MK640901_A_China_67013_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,3
"CY134779_A_Texas_JMM_8_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,11
"CY135131_A_Texas_JMM_54_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"CY148427_A_Boston_DOA2_112_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"CY148547_A_Boston_DOA2_128_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"CY148707_A_Boston_DOA2_149_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY148787_A_Boston_DOA2_161_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"CY148923_A_Boston_DOA2_180_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"CY149131_A_Boston_DOA2_218_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"CY149323_A_Boston_DOA2_245_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"CY167934_A_Boston_YGA_00008_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"CY168094_A_Boston_YGA_00035_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY168238_A_Boston_YGA_00054_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY168846_A_Boston_YGA_01045_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,15
"CY168878_A_Boston_YGA_01049_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"CY169366_A_Boston_YGA_01115_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY169798_A_Boston_YGA_01173_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"CY169878_A_Boston_YGA_01186_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"CY170126_A_Boston_YGA_02003_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"CY170350_A_Boston_YGA_02039_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"CY170574_A_Santa_Clara_YGA_03016_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"CY170998_A_Santa_Clara_YGA_03074_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"CY171246_A_Chicago_YGA_04053_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"CY171270_A_Chicago_YGA_04056_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"CY171342_A_Chicago_YGA_04090_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY171406_A_Chicago_YGA_04102_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"CY171638_A_Chicago_YGA_04135_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"CY171734_A_Chicago_YGA_04198_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,10
"CY182800_A_Houston_JMM_74_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"CY182848_A_Houston_JMM_80_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"CY182880_A_Houston_JMM_85_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,1
"CY182960_A_Houston_JMM_96_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"CY183136_A_Houston_JMM_120_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"CY207362_A_New_York_WC_LVD_14_073_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,1
"CY207634_A_New_York_WC_LVD_14_094_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,7
"CY207882_A_New_York_WC_LVD_14_097_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"EPI614441_A_Switzerland_9715293_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,5
"KF034876_A_Suzhou_1275_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"KR057629_A_Hawaii_39_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",6,11
"KR057691_A_California_18_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"KT835748_A_Maryland_02_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"KT835964_A_California_20_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"KT836015_A_North_Carolina_25_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"KT836198_A_North_Carolina_03_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,4
"KT836316_A_West_Virginia_07_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,4
"KT836426_A_Iowa_12_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"KT837113_A_California_19_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"KT837844_A_Colorado_15_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"KT837873_A_Mississippi_05_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"KT838103_A_Maryland_28_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"KT838296_A_Minnesota_28_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,1
"KT838328_A_Louisiana_11_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"KT838891_A_Georgia_04_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"KT838993_A_Missouri_11_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"KT839062_A_Texas_62_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,4
"KT839395_A_Pennsylvania_49_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"KT839657_A_Alabama_10_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,6
"KT840076_A_Tennessee_15_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"KT840285_A_Virginia_37_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"KT840798_A_Massachusetts_23_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,2
"KT840865_A_Washington_60_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",7,6
"KT841078_A_California_43_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,1
"KT841228_A_North_Carolina_06_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,7
"KT841571_A_Rhode_Island_05_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,1
"KT841585_A_South_Dakota_01_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"KT841691_A_Kentucky_01_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,4
"KT841712_A_Wisconsin_02_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,5
"KT842043_A_Indiana_13_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"KT842079_A_Pennsylvania_05_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,3
"KT842218_A_Delaware_18_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"KT842837_A_South_Dakota_35_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",5,4
"KT842864_A_North_Dakota_06_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,4
"KT843646_A_Alaska_26_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"KT844048_A_Washington_36_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,4
"KT844075_A_Alaska_69_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,1
"KT888272_A_Kabul_1514A01305430N_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,3
"KT888276_A_Taipei_1514A02605215N_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"KT888277_A_Taipei_1514A02605215T_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"KT888280_A_Pristina_1514A06505401N_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"KT888284_A_Budapest_1514A07805419T_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,2
"KT888285_A_Budapest_1514A07805832T_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"KY487521_A_Columbia_P0079_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,1
"KY615536_A_Columbia_P0112_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"KY681484_A_Saudi_Arabia_07_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"LC032870_A_Kyoto_13K025_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,4
"LC032886_A_Kyoto_13K054_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"LC032990_A_Hokkaido_13H009_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",6,4
"LC033126_A_Niigata_13F024_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,5
"LC033134_A_Niigata_13F335_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"LC033302_A_Nagasaki_13N004_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,5
"LC033310_A_Nagasaki_13N007_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,3
"LC033326_A_Nagasaki_13N046_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,0
"MK640848_A_China_41303_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"MK640849_A_China_41304_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"MK640850_A_China_41678_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"MK640851_A_China_41691_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"MK640852_A_China_44381_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,1
"MK640853_A_China_51045_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,3
"MK640854_A_China_51323_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,1
"MK640855_A_China_51340_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,1
"MK640856_A_China_55254_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,6
"MK640857_A_China_55312_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,9
"MK640859_A_China_59100_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,8
"MK640865_A_China_60938_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,7
"MK640867_A_China_J7525_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,9
"MK640868_A_China_J7506_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",3,5
"MK640871_A_China_60701_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,8
"MK640877_A_China_61248_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,9
"MK640878_A_China_61391_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,2
"MK640879_A_China_61007_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,7
"MK640881_A_China_60736_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,7
"MK640882_A_China_60786_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",4,7
"MK640885_A_China_61309_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,6
"MK640887_A_China_61520_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,5
"MK640892_A_China_61481_2014","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,9
"MK640894_A_China_62885_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,10
"MK640895_A_China_62889_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,6
"MK640896_A_China_62895_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,6
"MK640897_A_China_63513_2015","EPI417234_A_Victoria_361_2011","NA","7.Vic11",5,8
"MK730233_A_New_York_WC_LVD_12_051_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,2
"MK730273_A_New_York_WC_LVD_12_057_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",0,1
"MK730497_A_New_York_WC_LVD_12_086_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",1,1
"MK817973_A_Maryland_178_5D_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,4
"MK818117_A_Maryland_63_5D_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"MK969839_A_Maryland_127_17D_2013","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,0
"MK970023_A_Maryland_22_1_2012","EPI417234_A_Victoria_361_2011","NA","7.Vic11",2,3
"KY116931_A_Alaska_232_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"MK640899_A_China_66886_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640901_A_China_67013_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT843896_A_Ohio_26_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KU590701_A_Ohio_28_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,9
"KY681500_A_Saudi_Arabia_28_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,9
"KT843589_A_Iowa_34_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,8
"KT844012_A_Iowa_28_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,8
"KU589864_A_New_Hampshire_40_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"KY509828_A_Seoul_1595_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,19
"KT842079_A_Pennsylvania_05_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT841078_A_California_43_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT841571_A_Rhode_Island_05_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"CY207362_A_New_York_WC_LVD_14_073_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KT843646_A_Alaska_26_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,8
"KT844075_A_Alaska_69_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"KT840798_A_Massachusetts_23_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KT840285_A_Virginia_37_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KT842218_A_Delaware_18_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT842043_A_Indiana_13_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT842837_A_South_Dakota_35_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"KT844048_A_Washington_36_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"KT836015_A_North_Carolina_25_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"KT842864_A_North_Dakota_06_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"KY615536_A_Columbia_P0112_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KY487521_A_Columbia_P0079_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"KT839062_A_Texas_62_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"KT839657_A_Alabama_10_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"KT837873_A_Mississippi_05_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,9
"KT836426_A_Iowa_12_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,9
"CY207882_A_New_York_WC_LVD_14_097_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"KT838296_A_Minnesota_28_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"KT838891_A_Georgia_04_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"KT840076_A_Tennessee_15_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,5
"KT841585_A_South_Dakota_01_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"KT836198_A_North_Carolina_03_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,5
"KT836316_A_West_Virginia_07_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"KT835748_A_Maryland_02_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"KT841712_A_Wisconsin_02_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KT841691_A_Kentucky_01_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"KT839395_A_Pennsylvania_49_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,5
"KT838103_A_Maryland_28_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640878_A_China_61391_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"KT837113_A_California_19_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,5
"KT837844_A_Colorado_15_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"LC033326_A_Nagasaki_13N046_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,5
"KR057691_A_California_18_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,10
"LC033134_A_Niigata_13F335_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,3
"KT888276_A_Taipei_1514A02605215N_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"KT888277_A_Taipei_1514A02605215T_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY169878_A_Boston_YGA_01186_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY171270_A_Chicago_YGA_04056_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"MK640885_A_China_61309_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"MK640895_A_China_62889_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"MK640897_A_China_63513_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,8
"MK640868_A_China_J7506_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640877_A_China_61248_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640867_A_China_J7525_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"MK640894_A_China_62885_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"MK640896_A_China_62895_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"LC033126_A_Niigata_13F024_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"MK640892_A_China_61481_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640865_A_China_60938_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,8
"MK640887_A_China_61520_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,6
"MK640857_A_China_55312_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"MK640879_A_China_61007_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"MK640856_A_China_55254_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"MK640881_A_China_60736_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,5
"MK640882_A_China_60786_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"MK640871_A_China_60701_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,8
"EPI614441_A_Switzerland_9715293_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,6
"MK640859_A_China_59100_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,3
"KY681484_A_Saudi_Arabia_07_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,7
"CY207634_A_New_York_WC_LVD_14_094_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,7
"MK640850_A_China_41678_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"LC033302_A_Nagasaki_13N004_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"LC032886_A_Kyoto_13K054_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"MK640854_A_China_51323_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"MK640852_A_China_44381_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"LC033310_A_Nagasaki_13N007_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"MK640855_A_China_51340_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,3
"MK640853_A_China_51045_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"KF034876_A_Suzhou_1275_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"MK817973_A_Maryland_178_5D_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"MK818117_A_Maryland_63_5D_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"MK970023_A_Maryland_22_1_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY169798_A_Boston_YGA_01173_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY149131_A_Boston_DOA2_218_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY169366_A_Boston_YGA_01115_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"MK730497_A_New_York_WC_LVD_12_086_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,0
"CY167934_A_Boston_YGA_00008_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"KT888272_A_Kabul_1514A01305430N_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"MK640848_A_China_41303_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY148707_A_Boston_DOA2_149_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"CY168238_A_Boston_YGA_00054_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"MK730273_A_New_York_WC_LVD_12_057_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"MK969839_A_Maryland_127_17D_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"CY168094_A_Boston_YGA_00035_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,0
"CY148923_A_Boston_DOA2_180_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"CY149323_A_Boston_DOA2_245_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,1
"KT888285_A_Budapest_1514A07805832T_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,3
"KT888284_A_Budapest_1514A07805419T_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,3
"CY183136_A_Houston_JMM_120_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"MK640851_A_China_41691_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY170350_A_Boston_YGA_02039_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY148787_A_Boston_DOA2_161_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"KT888280_A_Pristina_1514A06505401N_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"MK730233_A_New_York_WC_LVD_12_051_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY170126_A_Boston_YGA_02003_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"MK640849_A_China_41304_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY148547_A_Boston_DOA2_128_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY148427_A_Boston_DOA2_112_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY168878_A_Boston_YGA_01049_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"CY135131_A_Texas_JMM_54_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,4
"CY182960_A_Houston_JMM_96_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,2
"CY182800_A_Houston_JMM_74_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY170574_A_Santa_Clara_YGA_03016_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY182848_A_Houston_JMM_80_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY182880_A_Houston_JMM_85_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY171246_A_Chicago_YGA_04053_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY171638_A_Chicago_YGA_04135_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,2
"CY171406_A_Chicago_YGA_04102_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,1
"CY171342_A_Chicago_YGA_04090_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,4
"CY170998_A_Santa_Clara_YGA_03074_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,0
"CY171734_A_Chicago_YGA_04198_2013","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,13
"CY134779_A_Texas_JMM_8_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,13
"CY168846_A_Boston_YGA_01045_2012","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,11
"KT841228_A_North_Carolina_06_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,19
"KT835964_A_California_20_2015","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,20
"KT838328_A_Louisiana_11_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,20
"KT838993_A_Missouri_11_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",2,20
"KT840865_A_Washington_60_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",1,20
"LC032870_A_Kyoto_13K025_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,20
"LC032990_A_Hokkaido_13H009_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,18
"KR057629_A_Hawaii_39_2014","EPI417234_A_Victoria_361_2011","NP","7.Vic11",0,19
"KY116931_A_Alaska_232_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",3,3
"MK640901_A_China_67013_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",1,3
"MK640899_A_China_66886_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",1,2
"KY681500_A_Saudi_Arabia_28_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",2,2
"KT844012_A_Iowa_28_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",1,2
"KU590701_A_Ohio_28_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",1,2
"KT843896_A_Ohio_26_2015","EPI417234_A_Victoria_361_2011","NS","7.Vic11",2,3
