"StrainName","vaccine_code","Year","Month","Day","Dom","PB2_Nonsyn","PB1_Nonsyn","PA_Nonsyn","HA_Nonsyn","NP_Nonsyn","NA_Nonsyn","M_Nonsyn","NS_Nonsyn","PB2_Syn","PB1_Syn","PA_Syn","HA_Syn","NP_Syn","NA_Syn","M_Syn","NS_Syn"
"KX918281_A_Kentucky_26_2016","Swtz13",2016,4,25,0,1,1,7,3,2,9,1,5,30,16,19,9,12,17,12,5
"CY264049_A_Arizona_67_2016","Swtz13",2016,5,4,1,3,1,7,19,2,7,0,3,20,22,24,22,17,12,6,4
"CY208845_A_Texas_182_2016","Swtz13",2016,8,31,0,2,0,10,19,1,6,0,2,18,19,25,15,19,11,5,7
"KY115915_A_Nebraska_24_2016","Swtz13",2016,9,19,1,2,0,8,20,1,6,0,2,17,17,25,14,18,12,5,8
"MG984174_A_Shanghai_1_2016","Swtz13",2016,9,14,1,3,2,9,18,2,8,2,4,24,26,37,22,18,12,7,9
"CY211583_A_California_129_2016","HK15",2016,10,5,0,0,0,3,3,1,2,0,0,7,1,3,2,1,0,1,2
"CY213847_A_Minnesota_76_2016","HK15",2016,10,25,0,1,0,1,10,1,3,0,3,8,10,14,9,8,6,1,4
"CY210604_A_Idaho_41_2016","HK15",2016,11,22,0,0,0,1,3,0,1,0,0,7,5,4,2,2,1,2,1
"KY949700_A_Keelung_0082_2016","HK15",2016,11,30,0,0,0,0,1,0,2,0,0,7,7,5,2,3,1,0,1
"CY212887_A_California_184_2016","HK15",2016,12,13,0,0,1,0,3,0,2,0,0,8,5,7,4,2,3,0,2
"CY214479_A_Maryland_31_2016","HK15",2016,12,19,0,1,1,0,0,0,2,0,1,9,5,7,3,5,0,1,4
"CY214879_A_California_214_2016","HK15",2016,12,31,0,0,2,1,2,1,1,1,0,7,4,3,4,1,1,2,3
"KY950051_A_Linkou_0186_2016","HK15",2016,12,26,0,4,1,0,3,1,3,0,3,12,13,3,5,0,7,3,2
"MN304051_A_Basel_USB003343_1_2016","HK15",2016,12,27,0,0,2,0,3,0,2,0,0,8,2,4,5,1,5,2,1
"MN304056_A_Basel_USB003348_1_2016","HK15",2016,12,30,0,0,0,0,1,0,3,0,2,9,3,6,0,3,2,1,3
"MN304664_A_Basel_USB001538_1_2016","HK15",2016,12,27,0,1,1,2,3,0,3,0,2,10,3,4,3,4,3,0,2
"MN304668_A_Basel_USB002128_1_2016","HK15",2016,12,27,0,2,1,2,3,0,1,0,1,7,5,5,5,6,5,3,2
"MN304672_A_Basel_USB002199_1_2016","HK15",2016,12,27,0,1,1,2,3,1,3,0,1,9,3,4,3,4,3,0,1
"MN304679_A_Basel_USB002138_1_2016","HK15",2016,12,28,0,0,0,0,1,1,3,0,2,9,5,6,3,3,3,2,0
"MN304682_A_Basel_USB001546_1_2016","HK15",2016,12,29,0,0,2,0,3,0,1,0,0,8,5,8,6,4,5,4,2
"MN304690_A_Basel_USB002178_1_2016","HK15",2016,12,29,0,0,3,0,3,0,2,0,0,8,5,8,6,4,5,5,2
"MN304704_A_Basel_USB001552_1_2016","HK15",2016,12,31,0,0,2,2,2,0,5,1,0,6,5,3,4,1,0,2,1
"MN304711_A_Basel_USB001562_1_2016","HK15",2016,12,31,0,0,3,0,3,0,2,0,0,8,1,4,3,2,0,1,2
"CY212895_A_California_187_2016","HK15",2016,12,14,0,5,1,7,20,2,12,1,7,36,34,29,24,18,14,9,8
"CY212631_A_Nevada_55_2016","HK15",2016,12,8,0,0,0,2,8,0,1,1,1,7,5,18,5,2,2,2,3
"CY214207_A_Hawaii_103_2016","HK15",2016,12,7,0,2,0,1,10,1,3,0,3,9,10,14,11,8,6,1,6
"KY949675_A_Linkou_0175_2016","HK15",2016,12,12,0,4,0,1,8,3,7,0,5,12,8,12,12,7,10,3,0
"KY949682_A_Linkou_0191_2016","HK15",2016,12,30,0,4,0,1,8,3,7,0,4,14,8,13,12,7,10,4,0
"KY949699_A_Linkou_0187_2016","HK15",2016,12,27,0,0,0,1,7,0,1,1,0,4,4,19,6,3,2,2,2
"KY949766_A_Taipei_0088_2016","HK15",2016,12,6,0,0,0,0,2,0,3,0,0,8,7,6,1,3,0,0,1
"KY949786_A_Keelung_0097_2016","HK15",2016,12,20,0,1,1,0,1,0,2,0,0,7,5,5,1,2,1,0,2
"KY949826_A_Taipei_0092_2016","HK15",2016,12,19,0,0,2,1,2,0,2,0,0,12,3,8,2,5,3,0,1
"KY949862_A_Keelung_0089_2016","HK15",2016,12,8,0,1,2,2,6,2,4,0,4,7,9,10,8,4,1,3,1
"KY949934_A_Keelung_0099_2016","HK15",2016,12,21,0,0,1,0,1,0,2,0,0,7,5,5,1,2,1,0,1
"KY949967_A_Linkou_0169_2016","HK15",2016,12,2,0,1,0,0,1,0,2,0,1,8,4,6,1,2,0,0,1
"KY950096_A_Linkou_0181_2016","HK15",2016,12,21,0,3,1,1,7,3,7,0,4,11,10,12,10,7,8,4,0
"KY950133_A_Keelung_0095_2016","HK15",2016,12,14,0,0,1,0,1,0,2,0,0,7,5,5,2,2,2,1,1
"KY950211_A_Linkou_0185_2016","HK15",2016,12,24,0,3,1,0,9,2,7,0,4,11,11,9,13,6,9,4,1
"MF736980_A_Vologda_CRIE_172_2016","HK15",2016,12,17,0,4,2,0,6,2,4,0,4,16,18,10,11,8,12,4,1
"MG856322_A_Karachay_Cherkess_CRIE_296_2016","HK15",2016,12,11,0,3,0,0,8,3,8,0,4,11,12,10,11,10,9,4,1
"MG984518_A_Shanghai_7_2016","HK15",2016,12,30,0,0,2,1,8,0,3,1,1,10,7,16,9,4,2,2,2
"MK640910_A_China_80241_2016","HK15",2016,12,6,0,0,2,2,6,2,3,0,2,6,8,11,7,8,1,4,3
"MN304604_A_Basel_USB002047_1_2016","HK15",2016,12,10,0,0,2,0,1,0,2,0,0,9,4,5,2,3,2,0,1
"MN304638_A_Basel_USB002088_1_2016","HK15",2016,12,24,0,0,0,1,7,0,2,1,0,4,7,19,8,1,2,2,3
"MN304643_A_Basel_USB002097_1_2016","HK15",2016,12,25,0,5,1,0,6,3,6,0,5,13,15,10,11,8,12,4,3
"MN304651_A_Basel_USB002098_1_2016","HK15",2016,12,25,0,0,0,1,8,0,2,1,0,4,7,19,8,1,2,2,3
"MN304652_A_Basel_USB001532_1_2016","HK15",2016,12,26,0,5,1,0,6,3,7,0,4,13,15,10,11,8,12,4,2
"MN304663_A_Basel_USB001539_1_2016","HK15",2016,12,27,0,2,1,1,7,0,2,1,0,10,7,18,5,2,3,2,3
"MN304667_A_Basel_USB001537_1_2016","HK15",2016,12,27,0,0,0,1,7,0,2,1,0,5,7,19,9,1,2,2,4
"MN304687_A_Basel_USB002180_1_2016","HK15",2016,12,29,0,5,1,0,6,3,6,0,4,13,15,11,11,8,12,4,2
"CY214567_A_West_Virginia_01_2017","HK15",2017,1,3,0,2,0,1,1,0,3,2,0,7,3,8,1,2,0,1,0
"CY218123_A_Wisconsin_08_2017","HK15",2017,1,13,0,1,0,1,5,0,2,0,1,11,4,4,5,0,5,3,0
"CY220132_A_Texas_32_2017","HK15",2017,1,31,0,0,0,1,7,1,3,2,0,10,8,18,8,3,2,2,3
"CY220180_A_New_Jersey_07_2017","HK15",2017,1,30,0,0,1,1,2,0,2,1,1,9,4,7,5,4,1,1,6
"CY223691_A_Maryland_10_2017","HK15",2017,1,31,0,0,0,0,3,0,3,1,1,6,5,5,6,4,1,0,1
"CY224883_A_Arizona_06_2017","HK15",2017,1,31,0,0,2,0,4,1,3,0,0,8,5,5,4,3,2,2,1
"CY242099_A_Florida_29_2017","HK15",2017,1,7,0,1,1,2,8,0,1,2,0,7,7,17,5,3,2,3,3
"MF783012_A_Rochester_U029_2017","HK15",2017,1,20,0,2,2,0,6,2,3,1,3,14,14,8,8,1,9,4,2
"MG984182_A_Shanghai_10_2017","HK15",2017,1,10,0,0,1,1,1,0,3,1,1,6,6,17,3,4,1,2,3
"MG984190_A_Shanghai_11_2017","HK15",2017,1,11,0,0,1,1,7,0,3,2,0,8,6,18,8,3,1,2,1
"MG984198_A_Shanghai_12_2017","HK15",2017,1,13,0,0,1,1,7,0,3,1,0,6,6,17,8,4,2,2,1
"MG984222_A_Shanghai_15_2017","HK15",2017,1,22,0,0,2,2,8,0,4,1,1,7,4,16,9,3,2,3,2
"MG984230_A_Shanghai_16_2017","HK15",2017,1,25,0,0,1,1,9,0,6,0,1,10,6,16,8,4,2,3,5
"MG984238_A_Shanghai_17_2017","HK15",2017,1,25,0,0,1,2,8,0,5,0,2,6,6,19,9,2,2,3,4
"MG984246_A_Shanghai_18_2017","HK15",2017,1,26,0,0,0,1,8,1,3,0,2,8,6,17,9,1,1,1,4
"MG984254_A_Shanghai_19_2017","HK15",2017,1,31,0,0,0,1,7,1,4,1,1,10,6,18,7,2,3,2,3
"MH637557_A_Keelung_0113_2017","HK15",2017,1,16,0,0,0,0,1,1,3,0,0,7,4,9,0,4,1,1,0
"MH637752_A_Linkou_0206_2017","HK15",2017,1,17,0,2,4,0,4,0,2,1,1,9,8,4,8,3,0,2,3
"MK640913_A_China_81105_2017","HK15",2017,1,4,0,0,0,2,7,0,2,1,0,6,6,20,8,1,4,2,3
"MK640914_A_China_81129_2017","HK15",2017,1,5,0,1,1,2,8,0,3,1,0,7,6,17,10,2,3,2,2
"MN304081_A_Basel_USB003378_1_2017","HK15",2017,1,13,0,0,0,0,1,1,3,0,2,9,6,6,3,3,3,2,0
"MN304158_A_Basel_USB001568_1_2017","HK15",2017,1,2,0,5,1,0,6,3,7,0,4,13,16,10,11,8,12,4,2
"MN304160_A_Basel_USB002230_1_2017","HK15",2017,1,2,0,0,2,1,1,0,2,0,0,10,4,5,1,3,3,0,1
"MN304174_A_Basel_USB001581_1_2017","HK15",2017,1,3,0,0,0,1,7,1,1,1,1,8,6,17,6,3,4,2,2
"MN304184_A_Basel_USB001592_1_2017","HK15",2017,1,4,0,4,1,0,6,3,6,0,4,14,15,10,11,8,12,4,2
"MN304199_A_Basel_USB001639_1_2017","HK15",2017,1,4,0,1,1,0,0,0,1,0,1,12,5,5,4,0,0,1,5
"MN304202_A_Basel_USB002304_1_2017","HK15",2017,1,4,0,4,2,0,6,3,7,0,4,14,16,10,11,8,12,4,2
"MN304206_A_Basel_USB001584_1_2017","HK15",2017,1,4,0,0,2,0,3,0,2,0,0,8,6,7,6,4,5,4,3
"MN304230_A_Basel_USB002323_1_2017","HK15",2017,1,6,0,1,1,1,5,2,3,0,0,9,4,4,4,4,2,1,2
"MN304260_A_Basel_USB002443_1_2017","HK15",2017,1,7,0,1,0,2,7,1,1,1,1,8,6,18,6,3,4,2,2
"MN304284_A_Basel_USB002561_1_2017","HK15",2017,1,9,0,5,1,0,6,3,6,0,4,13,15,10,11,8,12,4,2
"MN304303_A_Basel_USB002594_1_2017","HK15",2017,1,10,0,0,0,1,3,0,2,0,1,7,6,7,5,2,2,4,2
"MN304347_A_Basel_USB002671_1_2017","HK15",2017,1,13,0,4,1,0,6,3,7,0,4,14,15.5,10,11,8,12,4,2
"MN304376_A_Basel_USB002722_1_2017","HK15",2017,1,17,0,0,0,1,3,0,2,0,1,8,4,7,5,2,2,4,3
"MN304409_A_Basel_USB002775_1_2017","HK15",2017,1,22,0,0,0,1,7,0,2,1,0,8,6,18,5,2,5,2,2
"MN304423_A_Basel_USB002825_1_2017","HK15",2017,1,23,0,3,0,0,4,3,2,0,3,12,15,6,9,4,12,2,2
"MN304459_A_Basel_USB002891_1_2017","HK15",2017,1,29,0,0,1,1,7,0,2,1,1,9,5,18,7,6,4,3,2
"CY220548_A_Alabama_06_2017","HK15",2017,2,7,0,0,1,2,7,0,1,2,1,8,7,19,6,2,3,3,3
"CY221923_A_Texas_47_2017","HK15",2017,2,13,0,0,0,1,2,1,2,0,2,9,3,9,5,4,1,1,6
"CY223218_A_New_Mexico_11_2017","HK15",2017,2,28,0,0,0,1,8,0,1,1,1,5,7,17,8,6,1,2,4
"CY223707_A_Ohio_05_2017","HK15",2017,2,7,0,4,0,2,8,3,8,0,4,17,15.5,16,14,7,12,2,0
"CY223731_A_Florida_10_2017","HK15",2017,2,8,0,2,0,0,5,2,4,0,3,10,13,6,7,1,8,4,2
"CY223739_A_Florida_11_2017","HK15",2017,2,13,0,3,0,0,8,2,8,1,4,13,16,12,13,10,9,2,3
"CY225075_A_Georgia_06_2017","HK15",2017,2,15,0,3,2,0,3,2,2,1,5,11,10,5,9,1,9,4,4
"CY228314_A_South_Dakota_11_2017","HK15",2017,2,13,0,3,0,1,6,3,7,0,4,14,10.5,11,11,8,9,2,2
"CY230042_A_Michigan_30_2017","HK15",2017,2,27,0,2,0,0,3,1,2,1,2,16,12,6,7,2,5,2,3
"CY230282_A_Tennessee_21_2017","HK15",2017,2,20,0,2,0,0,5,2,1,0,3,15,16,6,9,0,11,4,2
"CY230551_A_West_Virginia_09_2017","HK15",2017,2,13,0,0,1,2,8,0,4,2,0,8,7,19,7,1,4,3,4
"CY230855_A_Oregon_14_2017","HK15",2017,2,28,0,0,0,1,3,0,1,2,2,6,4,22,6,3,7,2,3
"MF736996_A_Karachay_Cherkess_CRIE_301_2017","HK15",2017,2,28,0,4,1,0,8,2,7,1,4,17,14,9,12,8,9,3,1
"MG984270_A_Shanghai_20_2017","HK15",2017,2,3,0,0,1,1,8,0,3,1,2,10,4,18,9,3,1,2,4
"MG984278_A_Shanghai_21_2017","HK15",2017,2,6,0,0,2,2,10,0,3,1,2,8,7,19,8,3,1,2,4
"MH637648_A_Taipei_0122_2017","HK15",2017,2,2,0,0,0,1,7,0,1,1,0,7,7,17,5,2,1,4,6
"MH637679_A_Taipei_0123_2017","HK15",2017,2,3,0,3,1,1,8,3,7,1,5,16,8,13,12,7,11,3,1
"MK640915_A_China_81891_2017","HK15",2017,2,1,0,0,3,1,7,2,4,0,2,7,9,11,8,5,6,6,1
"MN304116_A_Basel_USB003451_1_2017","HK15",2017,2,2,0,1,0,0,3,0,2,0,2,7,6,7,6,2,2,3,2
"MN304117_A_Basel_USB003452_1_2017","HK15",2017,2,2,0,0,0,1,7,0,1,1,0,8,6,17,5,3,3,2,2
"MN304125_A_Basel_USB003503_1_2017","HK15",2017,2,5,0,0,2,1,3,0,3,0,2,9,5,4,4,3,3,0,1
"MN304128_A_Basel_USB003507_1_2017","HK15",2017,2,6,0,2,2,0,6,2,1,0,3,16,5,7,9,2,10,4,2
"MN304483_A_Basel_USB002922_1_2017","HK15",2017,2,1,0,5,2,0,6,3,7,0,6,13,15.5,10,13,8,12,4,3
"MN304521_A_Basel_USB002995_1_2017","HK15",2017,2,5,0,0,2,0,3,0,2,1,1,11,5,5,8,4,2,2,3
"MN304543_A_Basel_USB003034_1_2017","HK15",2017,2,7,0,2,2,0,6,2,1,0,3,16,5,7,9,3,10,4,2
"MN304587_A_Basel_USB003307_1_2017","HK15",2017,2,25,0,0,1,0,4,0,2,1,1,7,4,6,4,2,3,4,3
"CY227443_A_Vermont_08_2017","HK15",2017,3,2,0,1,1,1,4,1,4,0,2,8,4,5,4,3,4,2,3
"CY227899_A_Delaware_19_2017","HK15",2017,3,21,0,3,4,0,23,1,11,2,4,11,17,9,27,7,14,6,2
"CY228698_A_Wisconsin_39_2017","HK15",2017,3,19,0,2,0,0,7,2,1,0,3,16,16,7,9,2,9,3,2
"CY228730_A_Arkansas_18_2017","HK15",2017,3,19,0,1,0,0,22,0,4,2,2,11,4,8,26,4,2,5,3
"CY230438_A_Delaware_19_2017","HK15",2017,3,21,0,3,4,0,23,1,11,2,4,11,17,9,27,7,14,6,2
"MH637456_A_Linkou_0266_2017","HK15",2017,3,16,0,3,0,3,5,1,5,1,0,15,15,3,6,1,2,5,1
"CY232473_A_Florida_34_2017","HK15",2017,4,9,0,0,0,1,22,0,13,0,1,7,3,7,25,4,15,0,1
"CY232567_A_North_Carolina_27_2017","HK15",2017,4,5,0,5,3,0,4,1,4,2,5,14,16,8,6,7,9,6,3
"CY235613_A_Washington_40_2017","HK15",2017,4,17,0,2,0,1,6,2,1,0,3,18,14,9,9,1,10,3,3
"CY235685_A_Nevada_12_2017","HK15",2017,4,25,0,1,1,0,5,2,3,0,1,7,4,5,7,5,1,2,1
"MH637707_A_Keelung_0161_2017","HK15",2017,4,7,0,4,2,1,5,1,4,0,0,14,14,4,7,0,2,5,1
"MG984286_A_Shanghai_29_2017","HK15",2017,5,16,0,3,0,1,6,1,5,0,2,17,14,4,7,2,1,3,4
"CY243548_A_Alaska_30_2017","HK15",2017,6,18,0,0,0,1,7,2,3,0,0,10,9,9,11,5,2,3,1
"MG984302_A_Shanghai_30_2017","HK15",2017,6,23,0,3,0,0,7,1,4,0,4,13,14,8,11,2,1,3,3
"MG984310_A_Shanghai_31_2017","HK15",2017,6,23,0,3,0,0,5,1,4,1,2,17,6,17,7,2,6,3,4
"MH637576_A_Linkou_0302_2017","HK15",2017,6,20,0,4,0,0,9,2,7,0,6,16,13,14,13,8,13,2,2
"CY242347_A_Florida_50_2017","HK15",2017,7,26,0,0,0,2,9,0,2,1,3,12,7,18,8,4,5,4,4
"CY243675_A_Alaska_46_2017","HK15",2017,7,31,0,0,0,0,7,2,3,0,1,9,10,9,11,5,2,3,1
"CY244478_A_California_60_2017","HK15",2017,7,1,0,3,0,0,6,2,5,0,5,12,20,6,7,2,7,3,2
"MG198917_A_Guangdong_SKLRD01_2017","HK15",2017,7,15,1,2,0,1,5,4,5,0,1,15,12,5,7,4,1,3,3
"MG984318_A_Shanghai_32_2017","HK15",2017,7,19,0,3,0,1,8,1,6,0,2,12,13,4,18,1,1,1,4
"MG984326_A_Shanghai_33_2017","HK15",2017,7,25,0,3,1,1,6,1,5,0,2,18,13,5,7,2,1,1,2
"MG984342_A_Shanghai_35_2017","HK15",2017,7,31,0,3,1,0,8,1,6,0,2,18,13,8,11,2,1,3,4
"MH637447_A_Linkou_0335_2017","HK15",2017,7,18,0,5,0,1,7,1,4,0,0,17,17,3,10,0,4,5,1
"MK159064_A_Jeonbuk_736_2017","HK15",2017,7,17,0,1,1,2,8,0,4,2,0,8,9,23,10,2,0,3,3
"CY245203_A_Arizona_50_2017","HK15",2017,8,22,0,0,0,0,7,2,3,1,0,11,11,9,11,6,2,3,1
"CY245459_A_Hawaii_45_2017","HK15",2017,8,22,0,1,2,0,8,1,3,0,1,8,11,13,12,6,1,2,2
"MG984350_A_Shanghai_36_2017","HK15",2017,8,9,0,3,0,2,5,1,4,0,1,12,14,4,12,1,4,3,2
"MG984358_A_Shanghai_37_2017","HK15",2017,8,9,0,3,1,1,6,1,4,0,1,17,14,5,7,2,1,2,1
"MG984366_A_Shanghai_38_2017","HK15",2017,8,11,0,3,0,1,7,1,7,0,1,13,14,4,11,2,1,3,1
"MG984390_A_Shanghai_40_2017","HK15",2017,8,19,0,3,0,1,5,1,6,0,1,18,13,4,7,1,4,3,3
"MG984398_A_Shanghai_41_2017","HK15",2017,8,19,0,3,1,1,7,1,5,0,0,13,13,4,11,2,4,3,1
"MG984414_A_Shanghai_43_2017","HK15",2017,8,21,0,3,0,0,6,1,5,0,0,12,14,8,7,2,2,2,1
"MG984430_A_Shanghai_45_2017","HK15",2017,8,23,0,3,1,2,6,1,4,0,3,18,13,5,7,2,1,3,3
"MG984438_A_Shanghai_46_2017","HK15",2017,8,29,0,4,1,1,9,1,6,0,0,12,14,4,11,2,1,3,1
"MG984446_A_Shanghai_47_2017","HK15",2017,8,29,0,3,0,0,6,1,6,0,0,17,13,8,7,2,1,1,1
"MG984462_A_Shanghai_49_2017","HK15",2017,9,5,0,3,0,1,6,1,7,1,2,12,15,5,7,2,1,2,4
"MG984478_A_Shanghai_50_2017","HK15",2017,9,6,0,3,0,2,7,1,4,1,0,18,13,4,11,2,4,2,1
"MG984486_A_Shanghai_51_2017","HK15",2017,9,8,0,3,1,1,5,1,5,1,0,13,14,8,13,2,1,2,1
"MG984502_A_Shanghai_53_2017","HK15",2017,9,13,0,3,0,1,8,1,5,1,1,12,13,5,11,2,2,2,3
"MK159072_A_Gyeongbuk_745_2017","HK15",2017,9,4,0,1,2,3,8,1,2,1,2,12,12,18,10,6,1,2,3
"CY250520_A_Arkansas_24_2017","HK15",2017,10,12,0,0,0,1,7,1,4,0,0,11,8,13,12,4,3,3,1
"CY257914_A_Florida_73_2017","HK15",2017,10,15,0,1,0,1,9,2,4,1,0,11,9,11,15,8,4,3,2
"CY257994_A_Massachusetts_16_2017","HK15",2017,10,12,0,0,0,0,7,0,2,0,1,12,13,6,3,4,5,5,3
"CY258177_A_New_York_36_2017","HK15",2017,10,21,0,3,1,1,7,1,4,0,1,23,17,9,7,2,1,6,1
"CY258305_A_Louisiana_57_2017","HK15",2017,10,28,0,0,0,1,9,1,3,0,0,10,10,12,11,5,4,3,1
"CY260353_A_California_86_2017","HK15",2017,10,3,0,2,0,0,5,1,3,0,0,12,14,5,11,3,1,5,3
"CY266079_A_Florida_87_2017","HK15",2017,10,25,0,0,0,0,8,1,3,0,0,14,10,10,13,4,3,3,1
"CY264374_A_New_Hampshire_27_2017","HK15",2017,11,21,0,1,0,0,7,1,3,0,0,11,8,12,13,5,4,3,1
"CY264986_A_Pennsylvania_274_2017","HK15",2017,12,15,0,2,0,0,9,1,3,0,0,13,9,12,12,7,4,3,1
"MG974447_A_Kansas_14_2017","HK15",2017,12,14,0,1,0,0,23,0,6,2,5,13,4,10,29,4,4,5,3
"MH637483_A_Baltimore_P0247_2018","HK15",2018,1,14,0,2,0,0,8,1,3,0,0,12,9,12,13,7,4,3,1
"MH637511_A_Baltimore_P0243_2018","HK15",2018,1,11,0,1,1,1,23,0,6,2,5,13,6,10,29,4,6,6,4
"MH637528_A_Baltimore_P0241_2018","HK15",2018,1,10,1,0,1,0,24,0,6,2,6,15,4,11,29,5,4,5,3
"MH637565_A_Baltimore_P0255_2018","HK15",2018,1,20,0,1,0,0,7,1,3,0,0,12,10,10,16,7,6,4,3
"MH637603_A_Baltimore_P0238_2018","HK15",2018,1,8,0,0,0,0,8,1,4,1,0,10,11,16,12,5,5,6,1
"MH637673_A_Baltimore_P0237_2018","HK15",2018,1,7,0,1,0,0,7,1,4,0,2,12,9,12,12,5,4,3,3
"MH637726_A_Baltimore_P0239_2018","HK15",2018,1,8,0,1,2,1,8,1,3,0,0,12,9,13,13,7,5,3,1
"MH637747_A_Baltimore_P0232_2018","HK15",2018,1,2,0,2,0,1,9,1,6,0,0,9,9,13,13,6,3,2,1
"MH637768_A_Baltimore_P0242_2018","HK15",2018,1,11,0,1,1,0,7,1,4,1,2,12,10,12,12,5,4,3,3
"MH637783_A_Baltimore_P0244_2018","HK15",2018,1,11,0,1,0,0,7,1,3,0,0,12,10,10,16,7,6,4,3
"MH637488_A_Baltimore_P0279_2018","HK15",2018,2,2,1,2,0,0,23,0,6,2,5,14,4,10,30,4,4,6,3
"MH637596_A_Baltimore_P0304_2018","HK15",2018,2,13,0,1,0,0,8,1,3,0,2,13,10,13,12,8,4,4,1
"MH637687_A_Baltimore_P0286_2018","HK15",2018,2,5,0,1,2,1,11,1,3,0,0,13,13,14,12,6,4,3,1
"MH637730_A_Baltimore_P0283_2018","HK15",2018,2,4,0,1,1,1,23,0,7,2,5,14,5,10,30,5,4,5,3
"MH637808_A_Baltimore_P0298_2018","HK15",2018,2,10,0,1,0,0,8,1,3,0,0,14,10,13,12,7,7,3,1
"MH701747_A_New_Jersey_93924_2018","HK15",2018,2,20,0,1,2,0,7,2,3,1,0,12,13,12,14,4,4,3,4
"MH701755_A_New_Jersey_93934_2018","HK15",2018,2,21,0,1,2,0,7,2,3,1,0,12,13,12,14,4,4,3,4
"MN154312_A_Washington_9752_2019","HK15",2019,3,15,0,0,1,1,26,0,9,3,6,21,12,14,36,12,7,6,5
"MN170167_A_Washington_9147_2019","HK15",2019,3,10,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170183_A_Washington_9149_2019","HK15",2019,3,11,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170191_A_Washington_9150_2019","HK15",2019,3,11,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170207_A_Washington_9153_2019","HK15",2019,3,14,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"MN170223_A_Washington_9155_2019","HK15",2019,3,14,0,0,1,1,26,0,9,2,6,21,12,14,36,12,7,6,5
"1444950_A_Chepstow_1180_2019","HK15",2019,3,NA,1,4,1,1,10,3,7,1,3,27,30,8,10,5,6,8,8
"1548016_A_Cheboksary_153_2019","HK15",2019,3,NA,0,4,1,1,12,3,6,1,2,27,27,13,10,7,4,8,7
"1548064_A_Tomsk_155_2019","HK15",2019,3,NA,1,4,1,1,8,1,9,0,0,26,21,10,9,6,8,8,2
"1448200_A_Louisiana_34_2019","HK15",2019,4,NA,1,0,2,1,27,0,9,3,7,24,9,16,32,10,7,5,5
"1479371_A_Hawaii_31_2019","HK15",2019,4,NA,0,0,1,0,26,2,10,2,6,21,11,15,38,10,10,6,5
"1548211_A_Mexico_1952_2019","HK15",2019,5,NA,1,0,2,2,25,0,10,3,6,22,13,14,40,11,7,5,6
"1808226_A_Jiangxi_Zhanggong_1512_2019","HK15",2019,6,NA,1,4,1,2,12,1,7,2,3,28,20,6,10,7,8,6,9
"1592032_A_Hong_Kong_2671_2019","HK15",2019,6,NA,1,4,1,2,11,1,5,1,4,29,19,8,10,8,6,10,5
"1609436_A_El_Salvador_517_2019","HK15",2019,7,NA,0,1,1,0,27,1,10,2,6,24,11,16,36,9,10,7,6
"1597372_A_Louisiana_39_2019","HK15",2019,8,NA,1,5,4,2,12,2,9,0,2,25,26,13,13,5,3,11,4
"1609444_A_Hawaii_64_2019","HK15",2019,9,NA,1,4,1,1,14,3,7,3,3,33,30,11,10,7,7,12,7
"1618891_A_Pennsylvania_1020_2019","Kan17",2019,10,NA,0,2,2,4,31,1,16,3,7,44,28,20,41,15,12,18,5
"1661929_A_Mexico_2943_2019","Kan17",2019,10,NA,0,0,4,2,3,1,6,0,1,11,8,8,11,7,7,1,3
"1807829_A_Zhejiang_Dinghai_1817_2019","Kan17",2019,10,NA,0,3,2,5,34,2,12,4,7,40,25,19,40,13,12,12,7
"1641886_A_Idaho_40_2019","Kan17",2019,11,NA,0,3,2,2,36,3,13,4,7,43,36,25,39,14,12,16,11
"1662160_A_Abudhabi_106_2019","Kan17",2019,11,NA,0,5,2,1,36,2,16,2,6,35,33,25,44,12,10,16,8
"1807805_A_Guangxi_Hengxian_3105_2019","Kan17",2019,11,NA,0,3,1,2,39,1,12,3,7,40,26,22,45,23,12,12,9
"1640279_A_Cardiff_9474_2019","Kan17",2019,12,NA,0,1,0,0,2,2,3,2,11,10,35,29,9,16,2,15,7
"1651646_A_Virginia_42_2019","Kan17",2019,12,NA,0,6,2,1,34,3,15,2,8,38,32,25,45,13,10,15,9
"1692312_A_Louisiana_66_2019","Kan17",2019,12,NA,0,3,1,1,37,4,14,5,9,43,38,24,39,13,14,16,11
"1738933_A_Idaho_52_2019","Kan17",2019,12,NA,0,4,2,2,37,3,16,3,8,41,33,26,42,15,13,15,11
"1799200_A_Haiti_394_2019","Kan17",2019,12,NA,0,5,2,1,34,3,16,2,6,33,38,23,45,11,13,14,8
"1675773_A_Rheinland_Pfalz_5_2020","Kan17",2020,1,NA,0,0,0,0,3,2,4,2,10,11,34,30,10,13,3,15,7
"1683447_A_Wisconsin_03_2020","Kan17",2020,1,NA,0,4,1,1,38,4,13,3,8,43,35,25,43,12,13,15,11
"2761581_A_Hessen_26_2020","Kan17",2020,1,NA,0,4,1,2,38,3,12,3,8,42,37,22,42,16,13,14,12
"1713851_A_Pennsylvania_15_2020","Kan17",2020,2,NA,0,4,2,4,34,1,14,5,7,41,30,26,44,15,13,12,9
