name,name_fasta,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date,set,RBS_23full,RBS_26full,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,stalk,stalk_scale,zoonotic_scale,X88,X98,X110,X156,X284,X298,mean_rmsdRBS23,PB2_627,PB2_631,PA_497,HA_147,PB2_627_bin,PB2_631_cat,PA_497_bin,HA_147_bin,Zoo_bin,Bal23,Bal26,stalk_bin,stalk_cat,Host_cat,Bal23_cat5,Bal26_cat5,mLTDC
H5N1|A/Gallus_gallus/Belgium/13357-0001/2022|EPI2296773|2022-11-18,H5N1|A/Gallus_gallus/Belgium/13357-0001/2022|EPI2296773|2022-11-18,EPI2296773,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.18,avian,-40.11873932,-40.08645332,-34.281,-23.92235,-42.60704,-40.93193,long,0.5,-0.5,2.446990196,1.354125558,0.920116392,1.761420981,1.329290174,1.586668863,4.706633466,E,M,K,V,0,0,0,0,0,0.585145406,0.837845223,1,2,0,1,0,2
H5N1|A/Great_Black-backed_Gull/4/2022|EPI2197865|2022-10-09,H5N1|A/Great_Black-backed_Gull/4/2022|EPI2197865|2022-10-09,EPI2197865,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.10.9,avian,-39.1457138,-40.30691867,-34.22638,-23.74608,-42.49311,-40.82128,long,0.5,-0.5,2.233275765,1.133963349,1.036899874,1.654022849,1.082596234,1.285091139,5.077565737,E,M,K,V,0,0,0,0,0,0.571864652,0.84870679,1,2,1,0,1,2
H5N1|A/Great_black-backed_gull/Netherlands/3/2023|EPI2505100|2023-03-27,H5N1|A/Great_black-backed_gull/Netherlands/3/2023|EPI2505100|2023-03-27,EPI2505100,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.27,avian,-40.37121513,-40.33219056,-34.32616,-23.9332,-37.36792,-36.46719,long,0.5,-0.5,2.075394247,1.187622097,1.156491839,1.594193218,1.029773016,1.202914502,5.168888446,E,M,K,V,0,0,0,0,0,0.588053181,0.842599204,1,2,1,1,1,4
H5N1|A/great_black-headed_gull/Qinghai/8/2009|EPI502780|2009-06-01,H5N1|A/great_black-headed_gull/Qinghai/8/2009|EPI502780|2009-06-01,EPI502780,H5N1,2.3.2.1c,2.3.2.1,Wild,non-zoonotic,2009.6.1,avian,-36.55138945,-42.3293525,-30.61288,-21.41215,-37.28738,-32.00205,short,-0.5,-0.5,1.835775175,2.155464821,1.307390062,2.08050513,1.799421551,1.44436672,3.978964143,E,M,K,V,0,0,0,0,0,1.193987284,1.976884736,0,0,1,3,4,0
H5N1|A/Great_Blue_Heron/BC/AIVPHL-2572/2024|EPI4021993|2024-10-27,H5N1|A/Great_Blue_Heron/BC/AIVPHL-2572/2024|EPI4021993|2024-10-27,EPI4021993,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.10.27,bovine,-39.86379533,-40.05588172,-34.28219944,-23.4991877,-39.60130902,-50.47734695,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.581406619,0.852282263,1,2,1,0,1,4
H5N1|A/Great_Blue_Heron/BC/FAV-0856-11/2022|EPI3309384|2022-06-22,H5N1|A/Great_Blue_Heron/BC/FAV-0856-11/2022|EPI3309384|2022-06-22,EPI3309384,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.6.22,avian,-40.15393763,-40.10409672,-30.4032,-27.85935,-40.28445,-41.78401,long,0.5,-0.5,2.841284188,1.653580579,1.217945982,1.881151543,1.015003521,1.167053933,3.150266932,E,M,K,V,0,0,0,0,0,0.660357094,0.719760093,1,2,1,2,0,4
H5N1|A/great_crested_grebe/Netherlands/22001219-002/2022|EPI1990440|2022-01-18,H5N1|A/great_crested_grebe/Netherlands/22001219-002/2022|EPI1990440|2022-01-18,EPI1990440,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.18,avian,-39.99823954,-40.07881139,-34.46482,-24.08165,-42.63869,-40.95768,long,0.5,-0.5,1.77431852,1.303503898,1.235183146,1.752767438,1.232664861,1.284787613,4.315179283,E,M,K,V,0,0,0,0,0,0.580276345,0.832144213,1,2,1,0,0,2
H5N1|A/Great_Horned_Owl/BC/AIVPHL-1931/2024|EPI3484716|2024-01-25,H5N1|A/Great_Horned_Owl/BC/AIVPHL-1931/2024|EPI3484716|2024-01-25,EPI3484716,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.1.25,avian,-39.99550926,-40.04696873,-34.37285,-23.99721,-37.19624,-34.80058,long,0.5,-0.5,2.167299102,1.828452858,0.921364912,1.676923382,1.301932825,1.543125198,4.797410359,E,M,K,V,0,0,0,0,0,0.58178925,0.834408849,1,2,1,1,0,2
H5N1|A/great_horned_owl/Colorado/23-007956-001/2023|EPI2613958|2023-03-07,H5N1|A/great_horned_owl/Colorado/23-007956-001/2023|EPI2613958|2023-03-07,EPI2613958,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.7,avian,-40.21361338,-40.10442011,-33.91891,-23.52897,-42.05389,-40.38697,long,0.5,-0.5,3.621999221,1.543632562,1.163312347,2.382417579,1.732857632,1.926320066,6.711756972,E,M,K,V,0,0,0,0,0,0.592790473,0.852234928,1,2,1,2,1,1
H5N1|A/great_horned_owl/Montana/23-004958-001/2023|EPI2613590|2023-02-08,H5N1|A/great_horned_owl/Montana/23-004958-001/2023|EPI2613590|2023-02-08,EPI2613590,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.8,avian,-38.9801743,-40.01468106,-34.14152,-23.66674,-42.15887,-40.49137,long,0.5,-0.5,2.11788866,1.013379269,1.074872457,1.993145369,1.026129172,1.163532333,4.778884462,E,M,K,V,0,0,0,0,0,0.570861729,0.845377966,1,2,1,0,1,1
H5N1|A/great_horned_owl/New_York/23-005127-001/2023|EPI2613606|2023-02-10,H5N1|A/great_horned_owl/New_York/23-005127-001/2023|EPI2613606|2023-02-10,EPI2613606,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.10,avian,-40.19546034,-40.12311171,-34.14225,-23.66961,-42.1588,-40.4913,long,0.5,-0.5,1.829215703,1.216157465,1.096844099,1.642024708,1.121722156,1.231952573,4.844760956,E,M,K,V,0,0,0,0,0,0.588646916,0.847565966,1,2,1,1,1,1
H5N1|A/Grey_goose/Jiangsu/6/2015|EPI1639847|2015-06-13,H5N1|A/Grey_goose/Jiangsu/6/2015|EPI1639847|2015-06-13,EPI1639847,H5N1,2.3.2.1d,2.3.2.1,Wild,non-zoonotic,2015.6.13,avian,-39.23475679,-39.41101932,-32.04322,-22.65046,-37.38917,-32.10185,short,-0.5,-0.5,1.455313045,2.118305254,2.040589444,3.01931283,1.694042836,1.575867845,5.534374502,E,M,K,V,0,0,0,0,0,1.224432401,1.739965516,0,0,1,3,3,0
H5N1|A/grey_heron/Croatia/132-b/2021|EPI2766638|2021-12-08,H5N1|A/grey_heron/Croatia/132-b/2021|EPI2766638|2021-12-08,EPI2766638,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.12.8,avian,-40.22000834,-40.06888984,-34.26021,-23.92514,-42.60635,-40.93095,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.586978427,0.837380468,1,2,1,1,0,4
H5N1|A/Grey_heron/Luxembourg/21243177/2021|EPI2050784|2021-12-14,H5N1|A/Grey_heron/Luxembourg/21243177/2021|EPI2050784|2021-12-14,EPI2050784,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.12.14,avian,-40.22000834,-40.06888984,-34.25543,-23.9096,-42.61039,-40.93415,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.587060334,0.837924721,1,2,1,1,0,2
H5N1|A/Greylag_Goose/England/007596/2025|EPI3943403|2025-01-27,H5N1|A/Greylag_Goose/England/007596/2025|EPI3943403|2025-01-27,EPI3943403,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.1.27,bovine,-39.99491515,-39.9347438,-34.48607172,-23.87130071,-39.64528351,-50.55391222,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.579870556,0.836459318,1,2,0,0,0,2
H5N1|A/Greylag_Goose/England/146475/2025|EPI4412631|2025-02-10,H5N1|A/Greylag_Goose/England/146475/2025|EPI4412631|2025-02-10,EPI4412631,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.2.10,bovine,-39.99491515,-39.9347438,-34.48607172,-23.87130071,-39.64528351,-50.55391222,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.579870556,0.836459318,1,2,0,0,0,3
H5N1|A/greylag_goose/Northern_Ireland/17077/2021|EPI2071312|2021-11-24,H5N1|A/greylag_goose/Northern_Ireland/17077/2021|EPI2071312|2021-11-24,EPI2071312,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.11.24,avian,-39.8963445,-40.121975,-34.23819,-23.85767,-42.15857,-40.49109,long,0.5,-0.5,2.83295951,1.190098111,1.047147467,1.729232394,1.089284835,1.291506509,4.754159363,E,M,K,V,0,0,0,0,0,0.582629288,0.840861136,1,2,1,1,1,1
H5N1|A/Greylag_Goose/Scotland/019775/2025|EPI4181317|2025-03-04,H5N1|A/Greylag_Goose/Scotland/019775/2025|EPI4181317|2025-03-04,EPI4181317,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.3.4,bovine,-39.99491515,-39.9347438,-34.48607172,-23.87130071,-39.64528351,-50.55391222,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.579870556,0.836459318,1,2,0,0,0,4
H5N1|A/Greylag_Goose/Scotland/026636/2025|EPI4413415|2025-03-26,H5N1|A/Greylag_Goose/Scotland/026636/2025|EPI4413415|2025-03-26,EPI4413415,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.3.26,bovine,-39.99491515,-39.9347438,-34.70857983,-24.12266569,-10.97273452,-15.74072433,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.576153149,0.827743176,1,2,0,0,0,2
H5N1|A/Guangdong/2/2006|EPI280025|2006-06-03,H5N1|A/Guangdong/2/2006|EPI280025|2006-06-03,EPI280025,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.6.3,avian,-37.74561697,-42.76636538,-31.14021,-22.04211,-37.39043,-32.12157,short,-0.5,0.5,1.868955931,2.085040533,1.502855557,1.95488701,2.244127838,1.785597204,2.927868526,K,M,K,V,1,0,0,0,1,1.212118254,1.940211957,0,0,4,3,4,0
H5N1|A/guinea_fowl/Minnesota/24-033969-002/2024|EPI3819434|2024-11-14,H5N1|A/guinea fowl/Minnesota/24-033969-002/2024|EPI3819434|2024-11-14,EPI3819434,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.11.14,bovine,-36.06608584,-40.14375482,-34.3123164,-23.58095813,-34.00467047,-44.85161898,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.525555976,0.85119007,1,2,1,0,1,2
H5N1|A/guineafowl/Missouri/038441-003/2024|EPI3981901|2024-12-20,H5N1|A/guineafowl/Missouri/038441-003/2024|EPI3981901|2024-12-20,EPI3981901,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.12.20,bovine,-39.86379533,-40.05588172,-34.3123164,-23.58095813,-34.00467047,-44.85161898,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.580896301,0.849326849,1,2,1,0,1,2
H5N1|A/gull/Switzerland-Luzern/230119/2023|EPI2456214|2023-01-25,H5N1|A/gull/Switzerland-Luzern/230119/2023|EPI2456214|2023-01-25,EPI2456214,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.25,avian,-40.22000834,-40.06888984,-32.74587,-23.90611,-36.17339,-44.50446,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.614123374,0.838047048,1,2,1,2,0,3
H5N1|A/harbor_seal/Maine/22-025072-002/2022|EPI2310444|2022-07-15,H5N1|A/harbor_seal/Maine/22-025072-002/2022|EPI2310444|2022-07-15,EPI2310444,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.7.15,avian,-36.8019298,-40.68906325,-34.06858,-23.77589,-42.18622,-40.45356,long,0.5,0.5,2.639990883,1.433861263,1.118676456,1.889706436,1.573091478,1.887341767,6.455239044,E,M,K,V,0,0,0,0,1,0.540115405,0.855679078,1,2,3,0,2,3
H5N1|A/harbor_seal/Washington/23-026504-002/2023|EPI2759139|2023-08-29,H5N1|A/harbor_seal/Washington/23-026504-002/2023|EPI2759139|2023-08-29,EPI2759139,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.8.29,avian,-39.96341936,-40.10594037,-34.1387,-23.66688,-42.16004,-40.49243,long,0.5,0.5,1.806878628,1.371674908,1.264506714,1.734466539,1.130730498,1.416921378,5.904876494,E,M,K,V,0,0,0,0,1,0.585309625,0.847300962,1,2,3,1,1,3
H5N1|A/harbour_porpoise/England/040497/2023|EPI2509883|2023-02-06,H5N1|A/harbour_porpoise/England/040497/2023|EPI2509883|2023-02-06,EPI2509883,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.2.6,avian,-40.22000834,-40.06888984,-34.22125,-23.71277,-42.49443,-40.82291,long,0.5,0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,1,0.587646686,0.844879992,1,2,3,1,1,2
H5N1|A/harbour_seal/Scotland/054948/2022|EPI2509907|2022-06-19,H5N1|A/harbour_seal/Scotland/054948/2022|EPI2509907|2022-06-19,EPI2509907,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.6.19,avian,-40.11824061,-40.07285697,-34.26194,-23.93269,-42.60737,-40.93227,long,0.5,0.5,1.874702642,1.419820243,1.095652482,1.985244025,1.395378689,1.372228789,5.625976096,K,M,K,V,1,0,0,0,1,0.585463646,0.837199182,1,2,3,1,0,3
H5N1|A/Harris_Hawk/Scotland/014071/2023|EPI2412834|2023-01-24,H5N1|A/Harris_Hawk/Scotland/014071/2023|EPI2412834|2023-01-24,EPI2412834,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.24,avian,-39.90582694,-40.16379912,-34.52136,-24.03985,-42.76999,-41.10155,long,0.5,-0.5,2.144391245,1.228248925,1.025167626,1.77571526,1.198092085,1.369946115,3.933800797,E,M,K,V,0,0,0,0,0,0.577987468,0.835358771,1,2,1,0,0,3
H5N1|A/Herring_Gull/England/403233/2024|EPI4412383|2024-11-13,H5N1|A/Herring_Gull/England/403233/2024|EPI4412383|2024-11-13,EPI4412383,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.11.13,bovine,-40.37121513,-40.33219056,-34.83789498,-27.97569014,-31.17432391,-40.354911,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,V,K,V,0,1,0,0,0,0.579415248,0.720843532,1,2,1,0,0,2
H5N1|A/Hong_Kong/5923/2012|EPI375432|2012-05-28,H5N1|A/Hong_Kong/5923/2012|EPI375432|2012-05-28,EPI375432,H5N1,2.3.2.1b,2.3.2.1,Human,zoonotic,2012.5.28,avian,-29.62945827,-34.86953249,-31.36196,-22.2189,-29.91467,-26.34455,short,-0.5,0.5,1.400578336,1.778164676,1.204340217,1.86837911,1.458313279,1.668544057,4.144565737,E,M,K,V,0,0,0,0,1,0.944757862,1.569363582,0,0,4,2,2,0
H5N1|A/hooded_crane/Kagoshima/KU-147/2022__H5N1_|EPI2789174|2022-11-29,H5N1|A/hooded_crane/Kagoshima/KU-147/2022_H5N1_|EPI2789174|2022-11-29,EPI2789174,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.11.29,avian,-39.76199574,-39.7911386,-34.30421,-23.76699,-42.15997,-40.4891,long,0.5,-0.5,3.038420307,1.609628171,1.238780464,1.872237721,1.305446032,1.52982132,4.912466135,E,M,K,V,0,0,0,0,0,0.579549795,0.837109339,1,2,1,0,0,4
H5N1|A/Indonesia/CDC1031RE2/2007|EPI55643|2007-01-05,H5N1|A/Indonesia/CDC1031RE2/2007|EPI55643|2007-01-05,EPI55643,H5N1,2.1.3.2,others,Human,zoonotic,2007.1.5,avian,-37.38003473,-43.25181377,-31.42817,-22.25638,-37.3294,-31.99693,short,-0.5,0.5,1.209670872,1.659319885,1.406136285,1.691825588,1.567059878,1.792515673,3.791354582,E,M,K,V,0,0,0,0,1,1.189379933,1.943344505,0,0,4,3,4,4
H5N1|A/Indonesia/NIHRD10728/2010|EPI487454|2010-11-21,H5N1|A/Indonesia/NIHRD10728/2010|EPI487454|2010-11-21,EPI487454,H5N1,2.1.3.2b,others,Human,zoonotic,2010.11.21,avian,-35.92562915,-41.48559617,-32.34686,-23.02777,-37.1826,-31.90975,short,-0.5,0.5,2.178434124,2.309968445,1.406927385,2.188239579,1.71228889,1.78687402,6.192243028,E,M,K,V,0,0,0,0,1,1.110637297,1.801546401,0,0,4,2,3,4
H5N1|A/Indonesia/NIHRD11046/2011|EPI1377660|2011-02-03,H5N1|A/Indonesia/NIHRD11046/2011|EPI1377660|2011-02-03,EPI1377660,H5N1,2.1.3.2b,others,Human,zoonotic,2011.2.3,avian,-36.31549693,-41.6261024,-32.30446,-23.00582,-33.73607,-28.11868,short,-0.5,0.5,2.417891609,1.958823314,1.249097987,1.876261315,1.865938387,1.70447633,2.628023904,E,M,K,V,0,0,0,0,1,1.124163565,1.809372689,0,0,4,2,3,3
H5N1|A/Indonesia/NIHRD14157/2014|EPI547699|2014-06-06,H5N1|A/Indonesia/NIHRD14157/2014|EPI547699|2014-06-06,EPI547699,H5N1,2.1.3.2b,others,Human,zoonotic,2014.6.6,avian,-35.58616565,-41.11994541,-32.27408,-22.93548,-37.20157,-31.91785,short,-0.5,0.5,2.069705751,2.039636573,1.245326347,2.267183282,1.804207297,2.092199476,6.272051793,E,M,K,V,0,0,0,0,1,1.102623705,1.792853056,0,0,4,2,3,2
H5N1|A/Indonesia/NIHRD15028/2015|EPI1377764|2015-03-25,H5N1|A/Indonesia/NIHRD15028/2015|EPI1377764|2015-03-25,EPI1377764,H5N1,2.1.3.2b,others,Human,zoonotic,2015.3.25,avian,-35.63592807,-41.24986854,-28.70435,-19.94758,-37.30307,-32.12591,short,-0.5,0.5,1.486349497,1.516703224,1.25179678,1.680941694,1.228511003,1.705728156,3.332752988,E,M,K,V,0,0,0,0,1,1.241481799,2.067913428,0,0,4,4,4,0
H5N1|A/Indonesia/NIHRD7503/2008|EPI1377788|2008-02-15,H5N1|A/Indonesia/NIHRD7503/2008|EPI1377788|2008-02-15,EPI1377788,H5N1,2.1.3.2,others,Human,zoonotic,2008.2.15,avian,-35.63147783,-41.12461206,-31.29971,-22.12776,-37.18408,-31.9495,short,-0.5,0.5,1.853014825,1.936215583,1.21859574,2.211529939,1.723528484,1.875920334,6.714250996,E,M,K,V,0,0,0,0,1,1.138396421,1.858507687,0,0,4,2,3,4
H5N1|A/Indonesia/NIHRD7781/2008|EPI1377564|2008-03-25,H5N1|A/Indonesia/NIHRD7781/2008|EPI1377564|2008-03-25,EPI1377564,H5N1,2.1.3.3,others,Human,zoonotic,2008.3.25,avian,-37.08698171,-42.7041496,-31.1924,-22.02444,-37.32999,-32.01792,short,-0.5,0.5,1.513923352,1.999761677,1.086978278,2.3052485,1.530343738,1.891549327,5.754996016,E,M,K,V,0,0,0,0,1,1.188974933,1.938943719,0,0,4,3,4,4
H5N1|A/Jiangsu/NJ210/2023_H5N1_|EPI2437581|2023-02-10,H5N1|A/Jiangsu/NJ210/2023_H5N1_|EPI2437581|2023-02-10,EPI2437581,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2023.2.10,avian,-36.12324563,-39.79465897,-34.19079,-23.67125,-42.17226,-40.50355,long,0.5,0.5,2.76459093,1.281125362,1.019950886,1.962406569,1.401940179,1.457412143,4.988290837,E,M,K,V,0,0,0,0,1,0.528259886,0.840569445,1,2,4,0,1,4
H5N1|A/large-billed_crow/Hokkaido/B053/2023|EPI2639282|2023-04-18,H5N1|A/large-billed_crow/Hokkaido/B053/2023|EPI2639282|2023-04-18,EPI2639282,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.4.18,avian,-40.20993165,-40.06838573,-34.37328,-24.00028,-37.19459,-34.79854,long,0.5,-0.5,2.554445022,1.255869891,1.049151786,1.873167153,1.231060965,1.329607557,6.06610757,E,M,K,V,0,0,0,0,0,0.584900999,0.834748297,1,2,1,1,0,2
H5N1|A/Larus_ridibundus/Belgium/03413_0009/2025|EPI4328710|2025-03-27,H5N1|A/Larus_ridibundus/Belgium/03413_0009/2025|EPI4328710|2025-03-27,EPI4328710,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2025.3.27,bovine,-39.99491515,-39.9347438,-34.33135437,-23.69737258,-39.64533074,-50.55393312,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.582483795,0.842598555,1,2,1,1,1,2
H5N1|A/Larus/Israel/76/2024|EPI3509817|2024-01-24,H5N1|A/Larus/Israel/76/2024|EPI3509817|2024-01-24,EPI3509817,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2024.1.24,avian,-38.68149712,-44.56626912,-34.36989,-24.05896,-38.64987,-41.74338,long,0.5,-0.5,2.284519615,1.357008924,1.16199864,1.506999857,1.320824916,1.328127015,5.106262948,E,M,K,V,0,0,0,0,0,0.56272361,0.926188603,1,2,1,0,2,4
H5N1|A/Layer_Chicken/BC/FAV-1623-2/2022|EPI3315152|2022-12-06,H5N1|A/Layer_Chicken/BC/FAV-1623-2/2022|EPI3315152|2022-12-06,EPI3315152,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.12.6,avian,-36.6658978,-40.27685458,-34.63473,-38.08425,-41.92033,-40.3188,long,0.5,-0.5,1.952790176,1.286815444,1.161952814,1.943470373,1.172526574,1.332744111,5.078099602,E,M,K,V,0,0,0,0,0,0.529322703,0.528786238,1,2,0,0,0,3
H5N1|A/laying_hen/Italy/22VIR204-1/2022|EPI2141682|2022-01-10,H5N1|A/laying_hen/Italy/22VIR204-1/2022|EPI2141682|2022-01-10,EPI2141682,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.10,avian,-40.22000834,-40.06888984,-34.26146,-23.83748,-42.60943,-40.93193,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.586957011,0.840459852,1,2,0,1,1,2
H5N1|A/laying_hen/Portugal/PAT-24-16855_24VIR7559-8/2024|EPI3584498|2024-08-14,H5N1|A/laying_hen/Portugal/PAT-24-16855_24VIR7559-8/2024|EPI3584498|2024-08-14,EPI3584498,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.8.14,avian,-40.2600563,-40.28819955,-34.72414,-24.71212,-37.37977,-36.43015,long,0.5,-0.5,2.000908443,1.246040402,1.210863675,1.815320704,1.23568041,1.409467574,3.850968127,E,M,K,V,0,0,0,0,0,0.579712792,0.815150613,1,2,0,0,0,2
H5N1|A/Lesser_Black-backed_Gull/Netherlands/1/2022|EPI2061043|2022-04-29,H5N1|A/Lesser_Black-backed_Gull/Netherlands/1/2022|EPI2061043|2022-04-29,EPI2061043,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.4.29,avian,-40.22000834,-40.06888984,-34.23126,-23.80498,-42.60462,-40.92934,long,0.5,-0.5,2.412912343,1.158433975,1.083010317,1.546440509,1.114676791,1.29890944,4.499685259,E,M,K,V,0,0,0,0,0,0.587474845,0.841607299,1,2,1,1,1,2
H5N1|A/lion/Hubei/1-2/2016|EPI896339|2016-04-12,H5N1|A/lion/Hubei/1-2/2016|EPI896339|2016-04-12,EPI896339,H5N1,2.3.2.1d,2.3.2.1,Mammals,zoonotic,2016.4.12,avian,-37.93249605,-43.4044953,-32.04322,-22.65046,-37.38917,-32.10185,short,-0.5,0.5,1.377656452,2.011933508,1.401908973,2.469209887,1.84368517,1.779775714,5.177828685,E,M,K,V,0,0,0,0,1,1.183791643,1.916274341,0,0,2,3,3,3
H5N1|A/Louisiana/12/2024|EPI3741715|2024-12-11,H5N1|A/Louisiana/12/2024|EPI3741715|2024-12-11,EPI3741715,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2024.12.11,bovine,-39.86379533,-40.05588172,-34.30400616,-23.46288155,-39.60219402,-50.48476233,long,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,1,0.581037024,0.853601073,1,2,4,0,1,2
H5N1|A/mallard_duck/Bangladesh/CEIRS-55919/2023|EPI2776559|2023-02-21,H5N1|A/mallard_duck/Bangladesh/CEIRS-55919/2023|EPI2776559|2023-02-21,EPI2776559,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2023.2.21,avian,-37.537579,-42.55962359,-31.53042,-22.41485,-37.15579,-31.87935,short,-0.5,-0.5,1.986758902,1.95497033,1.15666618,2.091247175,1.898588122,1.504024196,5.56874502,E,M,K,V,0,0,0,0,0,1.190519473,1.898724443,0,0,1,3,3,0
H5N1|A/mallard_duck/Bangladesh/CEIRS-55969/2023|EPI2776543|2023-02-21,H5N1|A/mallard_duck/Bangladesh/CEIRS-55969/2023|EPI2776543|2023-02-21,EPI2776543,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2023.2.21,avian,-37.79243067,-42.7843343,-31.73988,-22.62404,-33.76228,-30.43865,short,-0.5,-0.5,1.272317943,1.713131728,1.363972863,2.381036422,1.396628918,1.541792434,4.654721116,E,L,K,V,0,2,0,0,0,1.190692298,1.891100542,0,0,1,3,3,3
H5N1|A/mallard/Michigan/23-034361-012-original/2023|EPI3434290|2023-10-31,H5N1|A/mallard/Michigan/23-034361-012-original/2023|EPI3434290|2023-10-31,EPI3434290,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.10.31,avian,-40.1752335,-39.95492547,-34.12218,-23.67828,-42.17092,-40.49318,long,0.5,-0.5,2.585134312,1.305527301,1.31818269,1.866448597,1.262291969,1.449733122,5.304800797,E,M,K,V,0,0,0,0,0,0.588696758,0.843704135,1,2,1,1,1,4
